Prize,Year,Winner,Citation,Wikipedia_URL,OpenAlex_URL,Subfield,Subfield_ID,Field,Domain,Verified,Corrected_OpenAlex_URL,Best_Subfield,Best_Subfield_ID,Best_Field,Verification_Notes,laureate_type,n_winners,plotFinestField
Nobel Prize in Physiology or Medicine,2024,Victor Ambros,For the discovery of microRNA and its role in post-transcriptional gene regulation,https://en.wikipedia.org/wiki/Victor_Ambros,https://openalex.org/authors/A5067882558,Aging,1302.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology","Subfield changed from Aging; Nobel for microRNA discovery. Topics #3,#4,#5 are Molecular Biology.",individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2015,Carl H. June,For pioneering CAR-T cell therapy for cancer,https://en.wikipedia.org/wiki/Carl_H._June,https://openalex.org/authors/A5008558372,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,2026-09-11 coverage audit: year 2018 -> 2015; uni-frankfurt.de main-prize list: June and Allison at 2015; 2018 was Cerami and Wallach,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2015,James P. Allison,For opening a new way to treat cancer through immune checkpoint blockade,https://en.wikipedia.org/wiki/James_P._Allison,https://openalex.org/authors/A5047117233,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2016,Emmanuelle Charpentier,For developing the CRISPR-Cas9 gene editing tool,https://en.wikipedia.org/wiki/Emmanuelle_Charpentier,https://openalex.org/authors/A5074743574,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2016,Jennifer A. Doudna,For developing the CRISPR-Cas9 gene editing tool,https://en.wikipedia.org/wiki/Jennifer_A._Doudna,https://openalex.org/authors/A5067184382,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2017,Patrick S. Moore,For discovering cancer-causing viruses KSHV and Merkel cell polyomavirus,https://en.wikipedia.org/wiki/Patrick_S._Moore,https://openalex.org/authors/A5057669199,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2017,Yuan Chang,For discovering cancer-causing viruses KSHV and Merkel cell polyomavirus,https://en.wikipedia.org/wiki/Yuan_Chang,https://openalex.org/authors/A5087571877,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2018,Anthony Cerami,,,https://openalex.org/authors/A5025863770,Hematology,2720.0,Medicine,Health Sciences,Yes,,Hematology,2720,Medicine,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (685 works). Source: https://www.uni-frankfurt.de/96892183/Main_Prize___Prize_Winners",individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2018,David Wallach,,,https://openalex.org/authors/A5079242043,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology","2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (309 works). Source: https://www.uni-frankfurt.de/96892183/Main_Prize___Prize_Winners",individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2019,Arthur L. Horwich,For discovering chaperone-assisted protein folding,https://en.wikipedia.org/wiki/Arthur_L._Horwich,https://openalex.org/authors/A5034561133,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2019,Franz-Ulrich Hartl,For discovering chaperone-assisted protein folding,https://en.wikipedia.org/wiki/Franz-Ulrich_Hartl,https://openalex.org/authors/A5103369334,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2020,Shimon Sakaguchi,For discovering regulatory T cells and immunological self-tolerance,https://en.wikipedia.org/wiki/Shimon_Sakaguchi,https://openalex.org/authors/A5025764166,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2021,Bonnie L. Bassler,For fundamental discoveries in bacterial quorum sensing,https://en.wikipedia.org/wiki/Bonnie_L._Bassler,https://openalex.org/authors/A5034726213,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2021,Michael R. Silverman,For fundamental discoveries in bacterial quorum sensing,https://en.wikipedia.org/wiki/Michael_R._Silverman,https://openalex.org/authors/A5109093874,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology","Profile display_name is 'M. Silverman' but correct person (146 works, quorum sensing/bioluminescence)",individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2022,Katalin Kariko,For mRNA nucleoside modifications enabling COVID-19 vaccines,https://en.wikipedia.org/wiki/Katalin_Karik%C3%B3,https://openalex.org/authors/A5030598859,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2022,Ozlem Tureci,For developing mRNA-based COVID-19 vaccines,https://en.wikipedia.org/wiki/%C3%96zlem_T%C3%BCreci,https://openalex.org/authors/A5000036560,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2022,Ugur Sahin,For developing mRNA-based COVID-19 vaccines,https://en.wikipedia.org/wiki/U%C4%9Fur_%C5%9Eahin,https://openalex.org/authors/A5075617216,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2023,David G. Schatz,For insights into the immune system's origin and development,https://en.wikipedia.org/wiki/David_G._Schatz,https://openalex.org/authors/A5088151758,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2023,Frederick W. Alt,For insights into the immune system's origin and development,https://en.wikipedia.org/wiki/Frederick_W._Alt,https://openalex.org/authors/A5033821931,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Paul Ehrlich and Ludwig Darmstaedter Prize,2024,Dennis L. Kasper,,,https://openalex.org/authors/A5074817052,"Public Health, Environmental and Occupational Health",2739.0,Medicine,Health Sciences,Yes,,"Public Health, Environmental and Occupational Health",2739,Medicine,"2026-09-11 coverage audit: added, add event; id from the snapshot name scan, largest field-consistent profile (359 works); SPLIT_ACROSS_2. Source: https://www.uni-frankfurt.de/96892183/Main_Prize___Prize_Winners",individual,1.0,Life Sciences & Medicine
Queen Elizabeth Prize for Engineering,2015,Robert Langer,"For contributions to chemical engineering and biomedical innovation, including controlled drug delivery systems",https://en.wikipedia.org/wiki/Robert_Langer,https://openalex.org/authors/A5042597057,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,"Subfield changed from Molecular Biology; QE Prize for Engineering, top topic #2 is Biomedical Engineering",individual,1.0,Bioengineering and biomedical engineering
Queen Elizabeth Prize for Engineering,2017,Eric Fossum,For the creation and development of digital imaging sensors (CMOS image sensors and charge-coupled devices),https://en.wikipedia.org/wiki/Eric_Fossum,https://openalex.org/authors/A5060898670,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2017,George Smith,For the creation and development of digital imaging sensors,https://en.wikipedia.org/wiki/George_E._Smith,,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,"WRONG PROFILE: A5013184354 is George Davey Smith (epidemiologist, 4341 works). George Smith (CCD inventor) not found in OpenAlex. | 2026-09-09 snapshot audit: id removed (A5013184354 = George Davey Smith, epidemiologist); CCD inventor has no snapshot profile",individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2017,Michael Tompsett,For the creation and development of digital imaging sensors,https://en.wikipedia.org/wiki/Michael_Tompsett,https://openalex.org/authors/A5049304968,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,https://openalex.org/authors/A5049304968,Electrical and Electronic Engineering,2208.0,Engineering,"WRONG PROFILE: A5056138758 is Michael T. Timko (chemical engineer). Michael Tompsett (CCD pioneer) not found in OpenAlex. | 2026-09-09 snapshot audit: id -> A5049304968 (M.F. Tompsett, electrical engineering, 1,771 cites); previous A5056138758 = Michael T. Timko",individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2017,Nobukazu Teranishi,For the creation and development of digital imaging sensors,https://en.wikipedia.org/wiki/Nobukazu_Teranishi,https://openalex.org/authors/A5049537828,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2019,Bradford Parkinson,For the creation and development of the Global Positioning System (GPS),https://en.wikipedia.org/wiki/Bradford_Parkinson,https://openalex.org/authors/A5112076013,Aerospace Engineering,2202.0,Engineering,Physical Sciences,Yes,,Aerospace Engineering,2202.0,Engineering,,individual,1.0,Mechanical engineering
Queen Elizabeth Prize for Engineering,2019,Hugo Fruehauf,For the creation and development of the Global Positioning System (GPS),https://en.wikipedia.org/wiki/Hugo_Fruehauf,https://openalex.org/authors/A5061050957,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,Aerospace Engineering,2202.0,Engineering,"Subfield changed from Atomic and Molecular Physics; GPS prize, topic #2 is Aerospace Engineering (GNSS)",individual,1.0,Mechanical engineering
Queen Elizabeth Prize for Engineering,2019,James Spilker Jr.,For the creation and development of the Global Positioning System (GPS),https://en.wikipedia.org/wiki/James_Spilker,https://openalex.org/authors/A5112786826,Aerospace Engineering,2202.0,Engineering,Physical Sciences,Yes,,Aerospace Engineering,2202.0,Engineering,,individual,1.0,Mechanical engineering
Queen Elizabeth Prize for Engineering,2019,Richard Schwartz,For the creation and development of the Global Positioning System (GPS),https://en.wikipedia.org/wiki/Richard_Schwartz,,Artificial Intelligence,1702.0,Computer Science,Physical Sciences,Yes,,Aerospace Engineering,2202.0,Engineering,"WRONG PROFILE: A5089653752 is Richard Schwartz (speech recognition, 344 works). GPS engineer Richard Schwartz not found in OpenAlex. | 2026-09-09 snapshot audit: id removed (A5089653752 = Richard Schwartz, speech recognition); GPS engineer has no snapshot profile",individual,1.0,Mechanical engineering
Queen Elizabeth Prize for Engineering,2021,Isamu Akasaki,"For the creation and development of LED lighting, the basis of all solid state lighting technology",https://en.wikipedia.org/wiki/Isamu_Akasaki,https://openalex.org/authors/A5081597179,Condensed Matter Physics,3104.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Queen Elizabeth Prize for Engineering,2021,M. George Craford,"For the creation and development of LED lighting, the basis of all solid state lighting technology",https://en.wikipedia.org/wiki/M._George_Craford,https://openalex.org/authors/A5016316864,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,https://openalex.org/authors/A5016316864,Electrical and Electronic Engineering,2208.0,Engineering,"WRONG PROFILE: A5057791467 is Stephen R. Forrest. Corrected to A5016316864 (George Craford, LED engineer, 4 works).",individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2021,Nick Holonyak Jr.,"For the creation and development of LED lighting, the basis of all solid state lighting technology",https://en.wikipedia.org/wiki/Nick_Holonyak_Jr.,https://openalex.org/authors/A5014677470,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Queen Elizabeth Prize for Engineering,2021,Russell Dupuis,"For the creation and development of LED lighting, the basis of all solid state lighting technology",https://en.wikipedia.org/wiki/Russell_Dupuis,https://openalex.org/authors/A5037158638,Condensed Matter Physics,3104.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Queen Elizabeth Prize for Engineering,2021,Shuji Nakamura,"For the creation and development of LED lighting, the basis of all solid state lighting technology",https://en.wikipedia.org/wiki/Shuji_Nakamura,https://openalex.org/authors/A5030709847,Condensed Matter Physics,3104.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Queen Elizabeth Prize for Engineering,2022,Masato Sagawa,"For the discovery, development, and commercialisation of NdFeB permanent magnets",https://en.wikipedia.org/wiki/Masato_Sagawa,https://openalex.org/authors/A5030682087,"Electronic, Optical and Magnetic Materials",2504.0,Materials Science,Physical Sciences,Yes,,"Electronic, Optical and Magnetic Materials",2504.0,Materials Science,,individual,1.0,Materials and mining engineering
Queen Elizabeth Prize for Engineering,2023,Aihua Wang,For the invention and development of PERC solar photovoltaic technology,https://en.wikipedia.org/wiki/Aihua_Wang,https://openalex.org/authors/A5100449548,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2023,Andrew Blakers,For the invention and development of PERC solar photovoltaic technology,https://en.wikipedia.org/wiki/Andrew_Blakers,https://openalex.org/authors/A5052449051,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2023,Jianhua Zhao,For the invention and development of PERC solar photovoltaic technology,https://en.wikipedia.org/wiki/Jianhua_Zhao,https://openalex.org/authors/A5056053821,Cancer Research,1306.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,https://openalex.org/authors/A5056053821,Electrical and Electronic Engineering,2208.0,Engineering,"WRONG PROFILE: A5109425855 is cancer researcher. Corrected to A5056053821 (solar cell researcher, formerly UNSW, 153 works).",individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2023,Martin Green,For the invention and development of PERC solar photovoltaic technology,https://en.wikipedia.org/wiki/Martin_Green,https://openalex.org/authors/A5060331758,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Queen Elizabeth Prize for Engineering,2024,Andrew Garrad,"For advancing the design, manufacture, and deployment of high-performance wind turbines",https://en.wikipedia.org/wiki/Andrew_Garrad,https://openalex.org/authors/A5013409233,Aerospace Engineering,2202.0,Engineering,Physical Sciences,Yes,,Aerospace Engineering,2202.0,Engineering,,individual,1.0,Mechanical engineering
Queen Elizabeth Prize for Engineering,2024,Henrik Stiesdal,"For advancing the design, manufacture, and deployment of high-performance wind turbines",https://en.wikipedia.org/wiki/Henrik_Stiesdal,https://openalex.org/authors/A5002571930,Ocean Engineering,2212.0,Engineering,Physical Sciences,Yes,,Ocean Engineering,2212.0,Engineering,,individual,1.0,"Civil, environmental, and transportation engineering"
Robert Koch Award,2015,Charles M. Rice,For fundamental discoveries about hepatitis C virus replication,https://en.wikipedia.org/wiki/Charles_M._Rice,https://openalex.org/authors/A5019683467,Hepatology,2721.0,Medicine,Health Sciences,Yes,,Hepatology,2721,Medicine,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2015,Ralf Bartenschlager,For fundamental discoveries about hepatitis C virus replication,https://en.wikipedia.org/wiki/Ralf_Bartenschlager,https://openalex.org/authors/A5015740141,Hepatology,2721.0,Medicine,Health Sciences,Yes,,Hepatology,2721,Medicine,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2016,Alberto Mantovani,"For outstanding achievements in immunology, particularly innate immunity and inflammation",https://en.wikipedia.org/wiki/Alberto_Mantovani,https://openalex.org/authors/A5048654641,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2016,Michel C. Nussenzweig,"For outstanding achievements in immunology, antibody diversification and dendritic cell biology",https://en.wikipedia.org/wiki/Michel_C._Nussenzweig,https://openalex.org/authors/A5003699560,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2017,Antonio Lanzavecchia,For seminal contributions to human adaptive immunity and vaccine development,https://en.wikipedia.org/wiki/Antonio_Lanzavecchia,https://openalex.org/authors/A5059965999,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2017,Rafi Ahmed,For seminal contributions to immunological memory and T cell exhaustion,https://en.wikipedia.org/wiki/Rafi_Ahmed,https://openalex.org/authors/A5016808814,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2018,Jeffrey V. Ravetch,For groundbreaking work analyzing antibody response and Fc receptor signaling,https://en.wikipedia.org/wiki/Jeffrey_V._Ravetch,https://openalex.org/authors/A5007474253,"Radiology, Nuclear Medicine and Imaging",2741.0,Medicine,Health Sciences,Yes,,Immunology,2403,Immunology and Microbiology,"Subfield changed from Radiology, Nuclear Medicine and Imaging; antibody/Fc receptor immunologist. Topics #3,#4,#5 are Immunology.",individual,1.0,Life Sciences & Medicine
Robert Koch Award,2019,Rino Rappuoli,"For pioneering work in vaccine development, including founding reverse vaccinology",https://en.wikipedia.org/wiki/Rino_Rappuoli,https://openalex.org/authors/A5086124703,Microbiology,2404.0,Immunology and Microbiology,Life Sciences,Yes,,Microbiology,2404,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2020,Shimon Sakaguchi,For discovery of regulatory T cells and their role in immune homeostasis,https://en.wikipedia.org/wiki/Shimon_Sakaguchi,https://openalex.org/authors/A5025764166,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2021,Andreas Baumler,For groundbreaking research on intestinal microbiota and epithelium maintaining immune homeostasis,https://en.wikipedia.org/wiki/Andreas_B%C3%A4umler,https://openalex.org/authors/A5055198853,Food Science,1106.0,Agricultural and Biological Sciences,Life Sciences,Yes,,Microbiology,2404,Immunology and Microbiology,Subfield changed from Food Science; researcher works on Salmonella/gut pathogens (Koch Award for infectious disease). Topic #1 Salmonella epidemiology misclassified as Food Science.,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2021,Yasmine Belkaid,For groundbreaking research on how commensal microorganisms train the immune system,https://en.wikipedia.org/wiki/Yasmine_Belkaid,https://openalex.org/authors/A5065888325,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2022,Drew Weissman,For development of nucleoside-modified mRNA enabling COVID-19 vaccines,https://en.wikipedia.org/wiki/Drew_Weissman,https://openalex.org/authors/A5068253145,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2022,Philip Felgner,For development of mRNA and protein microarray technologies for infectious disease research,https://en.wikipedia.org/wiki/Philip_Felgner,https://openalex.org/authors/A5010232221,"Public Health, Environmental and Occupational Health",2739.0,Medicine,Health Sciences,Yes,,Immunology,2403,Immunology and Microbiology,Subfield changed from Public Health; Koch Award for vaccine platform technology. Topics include RNA gene delivery and vaccines.,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2023,Francisco Sanchez-Madrid,,,https://openalex.org/authors/A5006841984,Immunology and Allergy,2723.0,Medicine,Health Sciences,Yes,,Immunology and Allergy,2723,Medicine,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (730 works). Source: https://www.cnic.es/en/noticias/dr-francisco-sanchez-madrid-awarded-2023-robert-koch-prize",individual,1.0,Life Sciences & Medicine
Robert Koch Award,2023,Timothy A. Springer,For transformative discoveries in integrin-mediated cell adhesion and immune cell trafficking,https://en.wikipedia.org/wiki/Timothy_A._Springer,https://openalex.org/authors/A5003615852,Immunology and Allergy,2723.0,Medicine,Health Sciences,Yes,,Immunology and Allergy,2723,Medicine,,individual,1.0,Life Sciences & Medicine
Robert Koch Award,2024,Lalita Ramakrishnan,For discoveries about tuberculosis pathogenesis and host-pathogen interactions,https://en.wikipedia.org/wiki/Lalita_Ramakrishnan,https://openalex.org/authors/A5049327649,Infectious Diseases,2725.0,Medicine,Health Sciences,Yes,,Infectious Diseases,2725,Medicine,,individual,1.0,Life Sciences & Medicine
Rolf Schock Prize in Mathematics,2017,Richard Schoen,,,https://openalex.org/authors/A5021335279,Applied Mathematics,2604.0,Mathematics,Physical Sciences,Yes,,Applied Mathematics,2604.0,Mathematics,"2026-09-11 coverage audit: added, add event; id and field copied from the laureate's existing row (Wolf Prize in Mathematics 2017). Source: https://www.kva.se/en/news/rolf-schockprisen-2017-till-fyra-epokgorande-personligheter-2/",individual,1.0,Math
Rolf Schock Prize in Mathematics,2018,Ronald Coifman,For contributions to pure and applied harmonic analysis,https://en.wikipedia.org/wiki/Ronald_Coifman,https://openalex.org/authors/A5110436903,Computer Vision and Pattern Recognition,1707.0,Computer Science,Physical Sciences,Yes,,Applied Mathematics,2604.0,Mathematics,"Subfield changed from Computer Vision and Pattern Recognition; mathematician (harmonic analysis). Topics #2,#3 are Applied Mathematics.",individual,1.0,Math
Rolf Schock Prize in Mathematics,2020,Nikolai Makarov,For outstanding contributions to complex analysis,https://en.wikipedia.org/wiki/Nikolai_Makarov,https://openalex.org/authors/A5074577323,Applied Mathematics,2604.0,Mathematics,Physical Sciences,Yes,,Applied Mathematics,2604.0,Mathematics,,individual,1.0,Math
Rolf Schock Prize in Mathematics,2022,Jonathan S. Pila,For groundbreaking work on Andre-Oort's conjecture,https://en.wikipedia.org/wiki/Jonathan_S._Pila,https://openalex.org/authors/A5061066962,Geometry and Topology,2608.0,Mathematics,Physical Sciences,Yes,https://openalex.org/authors/A5061066962,Geometry and Topology,2608.0,Mathematics,"OpenAlex URL was missing; found A5061066962 (Jonathan Pila, 66 works, algebraic geometry/number theory).",individual,1.0,Math
Rolf Schock Prize in Mathematics,2024,Lai-Sang Young,For outstanding contributions to the theory of dynamical systems,https://en.wikipedia.org/wiki/Lai-Sang_Young,https://openalex.org/authors/A5033229001,Mathematical Physics,2610.0,Mathematics,Physical Sciences,Yes,,Mathematical Physics,2610.0,Mathematics,,individual,1.0,Math
Russ Prize,2015,Blake S. Wilson,For engineering cochlear implants that enable the deaf to hear,https://en.wikipedia.org/wiki/Blake_S._Wilson,https://openalex.org/authors/A5080254386,Cognitive Neuroscience,2805.0,Neuroscience,Life Sciences,Yes,,Cognitive Neuroscience,2805.0,Neuroscience,,individual,1.0,Life Sciences & Medicine
Russ Prize,2015,Erwin Hochmair,,,https://openalex.org/authors/A5010725048,Cognitive Neuroscience,2805.0,Neuroscience,Life Sciences,Yes,,Cognitive Neuroscience,2805.0,Neuroscience,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (80 works); HAND_OVERRIDE: found as 'E. Hochmair': 80 works; Cognitive Neuroscience / Electrical Engineering; Linz; Vienna; TU Wien -- the cochlear-implant engineer; the Russ Prize's modal field (Engineering) would have rejected the neuroscience primary topic. Source: nae.edu/55292/RussWinners: 2015 winners Clark, E. Hochmair, Hochmair-Desoyer, Merzenich, Wilson",individual,1.0,Life Sciences & Medicine
Russ Prize,2015,Graeme M. Clark,For engineering cochlear implants that enable the deaf to hear,https://en.wikipedia.org/wiki/Graeme_M._Clark,https://openalex.org/authors/A5072268854,Cognitive Neuroscience,2805.0,Neuroscience,Life Sciences,Yes,,Cognitive Neuroscience,2805.0,Neuroscience,,individual,1.0,Life Sciences & Medicine
Russ Prize,2015,Ingeborg Hochmair,For engineering cochlear implants that enable the deaf to hear,https://en.wikipedia.org/wiki/Ingeborg_Hochmair,https://openalex.org/authors/A5040160388,Cognitive Neuroscience,2805.0,Neuroscience,Life Sciences,Yes,,Cognitive Neuroscience,2805.0,Neuroscience,,individual,1.0,Life Sciences & Medicine
Russ Prize,2015,Michael M. Merzenich,For engineering cochlear implants that enable the deaf to hear,https://en.wikipedia.org/wiki/Michael_M._Merzenich,https://openalex.org/authors/A5030940799,Cognitive Neuroscience,2805.0,Neuroscience,Life Sciences,Yes,,Cognitive Neuroscience,2805.0,Neuroscience,,individual,1.0,Life Sciences & Medicine
Russ Prize,2017,Adolf F. Fercher,For the invention of optical coherence tomography (OCT) and its application to medical imaging,https://en.wikipedia.org/wiki/Adolf_F._Fercher,https://openalex.org/authors/A5110145946,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,,individual,1.0,Bioengineering and biomedical engineering
Russ Prize,2017,Christoph K. Hitzenberger,For the invention of optical coherence tomography (OCT) and its application to medical imaging,https://en.wikipedia.org/wiki/Christoph_K._Hitzenberger,https://openalex.org/authors/A5070165396,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,,individual,1.0,Bioengineering and biomedical engineering
Russ Prize,2017,David Huang,For the invention of optical coherence tomography (OCT) and its application to medical imaging,https://en.wikipedia.org/wiki/David_Huang,https://openalex.org/authors/A5015766352,Ophthalmology,2731.0,Medicine,Health Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,Subfield changed from Ophthalmology; Russ Prize for OCT engineering. Topic #1 is Biomedical Engineering.,individual,1.0,Bioengineering and biomedical engineering
